id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
1213,20491,10,Eger,2,2,2,104,56569,barkóczy utca,9,0,"barkóczy utca 9, Eger",20.370169980623842,47.90167999356132
1214,20491,10,Eger,2,2,2,104,56569,bethlen gábor utca,61,1,"bethlen gábor utca 61, Eger",20.3621599824923,47.89639000682922
1215,20491,10,Eger,2,2,2,104,56569,faiskola utca,12/C,2,"faiskola utca 12/C, Eger",20.38421997818361,47.88334998669259
1216,20491,10,Eger,2,2,2,104,56569,ii. rákóczi ferenc utca,50,1,"ii. rákóczi ferenc utca 50, Eger",20.37022999505058,47.91955000158379
1217,20491,10,Eger,2,2,2,104,56569,kallómalom utca,56,2,"kallómalom utca 56, Eger",20.374869965191408,47.91769998982443
1218,20491,10,Eger,2,2,2,104,56569,kertész utca,34,1,"kertész utca 34, Eger",20.385299986407773,47.89775998699375
1219,20491,10,Eger,2,2,2,104,56569,koháry istván utca,11,0,"koháry istván utca 11, Eger",20.369289964609436,47.89509999002101
1221,20491,10,Eger,2,2,2,104,56569,madách imre utca,12,2,"madách imre utca 12, Eger",20.38377003762116,47.87934000039442
1222,20491,10,Eger,2,2,2,104,56569,maklári út,35,0,"maklári út 35, Eger",20.387209970684353,47.89842999442408
1223,20491,10,Eger,2,2,2,104,56569,mátyás király út,72,1,"mátyás király út 72, Eger",20.381050026221686,47.883499980849905
1224,20491,10,Eger,2,2,2,104,56569,mátyás király út,113,2,"mátyás király út 113, Eger",20.382349975585157,47.87741999974355
1225,20491,10,Eger,2,2,2,104,56569,puky miklós utca,23,1,"puky miklós utca 23, Eger",20.38326997327769,47.88626999030183
1226,20491,10,Eger,2,2,2,104,56569,régi cifrakapu utca,84/A,2,"régi cifrakapu utca 84/A, Eger",20.376539975580073,47.91618001550259
1227,20491,10,Eger,2,2,2,104,56569,rózsa károly utca,8,2,"rózsa károly utca 8, Eger",20.368929961868076,47.90236999183071
1229,20491,10,Eger,2,2,2,104,56569,tizeshonvéd utca,12,0,"tizeshonvéd utca 12, Eger",20.365460021591502,47.90328001505847
1230,20491,10,Eger,2,2,2,104,56569,töviskes tér,2,1,"töviskes tér 2, Eger",20.368320010774,47.9217899813884
1231,4677,5,Emőd,3,2,3,61,5007,arany jános út,1,0,"arany jános út 1, Emőd",20.82119450781572,47.93644096352786
1232,4677,5,Emőd,3,2,3,61,5007,árpád utca,13,2,"árpád utca 13, Emőd",20.814189985773623,47.945749986891514
1233,4677,5,Emőd,3,2,3,61,5007,borbála utca,11,0,"borbála utca 11, Emőd",20.809550015632794,47.92936001342227
1234,4677,5,Emőd,3,2,3,61,5007,dankó pista utca,1,0,"dankó pista utca 1, Emőd",20.809420012314547,47.931330012125585
1235,4677,5,Emőd,3,2,3,61,5007,emődi utca,1/A,1,"emődi utca 1/A, Emőd",20.839529987815553,47.95099999194545
1236,4677,5,Emőd,3,2,3,61,5007,geleji utca,6,0,"geleji utca 6, Emőd",20.815720018379267,47.930649988320965
1237,4677,5,Emőd,3,2,3,61,5007,geleji utca,8,1,"geleji utca 8, Emőd",20.815899977840445,47.93030000195387
1238,4677,5,Emőd,3,2,3,61,5007,hegy utca,20,2,"hegy utca 20, Emőd",20.8205299735165,47.94137999785198
1239,4677,5,Emőd,3,2,3,61,5007,jókai utca,31,2,"jókai utca 31, Emőd",20.810489962254877,47.93010998420888
1240,4677,5,Emőd,3,2,3,61,5007,karolai utca,2,1,"karolai utca 2, Emőd",20.822450016076886,47.9369199871723
1241,4677,5,Emőd,3,2,3,61,5007,lévai utca,30,0,"lévai utca 30, Emőd",20.8231199815977,47.93898998198051
1242,4677,5,Emőd,3,2,3,61,5007,munkás utca,12,0,"munkás utca 12, Emőd",20.820719991261484,47.93396000188494
1243,4677,5,Emőd,3,2,3,61,5007,patak utca,47,1,"patak utca 47, Emőd",20.81152001433611,47.93783001040006
1244,4677,5,Emőd,3,2,3,61,5007,pincesor utca,1,0,"pincesor utca 1, Emőd",20.818220004820375,47.941399988691046
1245,33048,5,Encs,3,2,3,56,6344,ady endre út,1,1,"ady endre út 1, Encs",21.111189984302598,48.311590011376694
1246,33048,5,Encs,3,2,3,56,6344,akácos út,25,1,"akácos út 25, Encs",21.10707002743476,48.32913999833593
1247,33048,5,Encs,3,2,3,56,6344,csoma józsef utca,12,1,"csoma józsef utca 12, Encs",21.10359002887438,48.33780001305874
1248,33048,5,Encs,3,2,3,56,6344,dobó utca,3,1,"dobó utca 3, Encs",21.122440007106604,48.33544000440065
1249,33048,5,Encs,3,2,3,56,6344,emődi dániel utca,10,1,"emődi dániel utca 10, Encs",21.107909977951977,48.332179988889095
1251,33048,5,Encs,3,2,3,56,6344,emődi dániel utca,29,1,"emődi dániel utca 29, Encs",21.107599404616476,48.33003822433834
1252,33048,5,Encs,3,2,3,56,6344,fő utca,47,2,"fő utca 47, Encs",21.10921001113448,48.308099996442024
1253,33048,5,Encs,3,2,3,56,6344,jókai út,9,1,"jókai út 9, Encs",21.11742997594058,48.33130001478423
1255,33048,5,Encs,3,2,3,56,6344,május 1. út,15,1,"május 1. út 15, Encs",21.11883997969275,48.32641001247168
1256,33048,5,Encs,3,2,3,56,6344,petőfi út,58,1,"petőfi út 58, Encs",21.114890007821316,48.332940017959544
1258,33048,5,Encs,3,2,3,56,6344,rákóczi út,80/A,2,"rákóczi út 80/A, Encs",21.130629964699324,48.329749991339526
1259,30988,13,Érd,2,2,3,127,63631,áfonya utca,1/A,0,"áfonya utca 1/A, Érd",18.894580015397906,47.40536998836575
1260,30988,13,Érd,2,2,3,127,63631,avar utca,56,0,"avar utca 56, Érd",18.90432003834485,47.41191998469267
1261,30988,13,Érd,2,2,3,127,63631,bajcsy-zsilinszky út,59,0,"bajcsy-zsilinszky út 59, Érd",18.90024075943592,47.40156287968678
1262,30988,13,Érd,2,2,3,127,63631,béke tér,0,1,"béke tér 0, Érd",18.9229440152504,47.3778033327658
1263,30988,13,Érd,2,2,3,127,63631,bor utca,15,0,"bor utca 15, Érd",18.916939999403866,47.39873001230822
1265,30988,13,Érd,2,2,3,127,63631,emil utca,71,1,"emil utca 71, Érd",18.916919966655286,47.39261998207897
1266,30988,13,Érd,2,2,3,127,63631,enikő utca,1,1,"enikő utca 1, Érd",18.926049198741826,47.378095677379065
1267,30988,13,Érd,2,2,3,127,63631,gergely utca,10,1,"gergely utca 10, Érd",18.914679986850672,47.39184000407897
1268,30988,13,Érd,2,2,3,127,63631,hivatalnok utca,41/A,1,"hivatalnok utca 41/A, Érd",18.91296999478385,47.37721002072897
1269,30988,13,Érd,2,2,3,127,63631,ilona utca,25/B,2,"ilona utca 25/B, Érd",18.918670024219267,47.37370001495523
1271,30988,13,Érd,2,2,3,127,63631,kankalin utca,5/A,0,"kankalin utca 5/A, Érd",18.930130013697834,47.39231001929954
1272,30988,13,Érd,2,2,3,127,63631,késmárki utca,46,1,"késmárki utca 46, Érd",18.889390024770705,47.393929989726246
1273,30988,13,Érd,2,2,3,127,63631,mátyás király utca,37/A,0,"mátyás király utca 37/A, Érd",18.898829975583965,47.38488998142299
1274,30988,13,Érd,2,2,3,127,63631,murányi utca,17/A,0,"murányi utca 17/A, Érd",18.900239979336163,47.39423001995041
1276,30988,13,Érd,2,2,3,127,63631,petőfi sándor utca,41,0,"petőfi sándor utca 41, Érd",18.9115399582831,47.3848100180667
1278,30988,13,Érd,2,2,3,127,63631,somogyvári utca,53,0,"somogyvári utca 53, Érd",18.88621998898975,47.40895999940528
1279,30988,13,Érd,2,2,3,127,63631,törökbálinti út,49/A,1,"törökbálinti út 49/A, Érd",18.893240000537247,47.41982998671932
1280,30988,13,Érd,2,2,3,127,63631,zrínyi miklós utca,21.jan,1,"zrínyi miklós utca 21.jan, Érd",18.89898001165082,47.3879199975114
1281,13480,13,Erdőkertes,4,3,5,128,7307,bacsó béla utca,36,2,"bacsó béla utca 36, Erdőkertes",19.311480147997585,47.67395739867335
1282,13480,13,Erdőkertes,4,3,5,128,7307,bártfai utca,29,1,"bártfai utca 29, Erdőkertes",19.307959973489858,47.679040007143755
1284,13480,13,Erdőkertes,4,3,5,128,7307,fő út,41,0,"fő út 41, Erdőkertes",19.305180031482678,47.668600011462615
1285,13480,13,Erdőkertes,4,3,5,128,7307,fő út,75,1,"fő út 75, Erdőkertes",19.3099199977284,47.671340013701155
1288,13480,13,Erdőkertes,4,3,5,128,7307,kalauz utca,7,1,"kalauz utca 7, Erdőkertes",19.319879961814678,47.67154000591094
1289,13480,13,Erdőkertes,4,3,5,128,7307,kossuth utca,26,2,"kossuth utca 26, Erdőkertes",19.304240001041563,47.671919999491394
1290,13480,13,Erdőkertes,4,3,5,128,7307,orsovai utca,18,0,"orsovai utca 18, Erdőkertes",19.32409002414164,47.666170013913046
1291,13480,13,Erdőkertes,4,3,5,128,7307,orsovai utca,52,2,"orsovai utca 52, Erdőkertes",19.32891003756268,47.66448001268529
1292,13480,13,Erdőkertes,4,3,5,128,7307,rét utca,7,2,"rét utca 7, Erdőkertes",19.336860021267483,47.667099986070355
1293,13480,13,Erdőkertes,4,3,5,128,7307,sport utca,24,2,"sport utca 24, Erdőkertes",19.30755001460554,47.66400999746472
1295,33589,3,Érsekhalma,4,3,8,35,639,ady utca,4,0,"ady utca 4, Érsekhalma",19.121679970585603,46.3478900149222
1297,33589,3,Érsekhalma,4,3,8,35,639,fő utca,23,1,"fő utca 23, Érsekhalma",19.122269972750104,46.34817998686256
1298,33589,3,Érsekhalma,4,3,8,35,639,fő utca,32,2,"fő utca 32, Érsekhalma",19.122050031610797,46.348869985131955
1299,33589,3,Érsekhalma,4,3,8,35,639,fő utca,44,1,"fő utca 44, Érsekhalma",19.123340006509494,46.34758001023326
1300,33589,3,Érsekhalma,4,3,8,35,639,fő utca,45,1,"fő utca 45, Érsekhalma",19.124459996411787,46.34602001232375
1301,33589,3,Érsekhalma,4,3,8,35,639,hildi sor,23,0,"hildi sor 23, Érsekhalma",19.102390026255705,46.3569599885293
1302,33589,3,Érsekhalma,4,3,8,35,639,hildi sor,40,1,"hildi sor 40, Érsekhalma",19.109329990627856,46.357690010386364
1303,33589,3,Érsekhalma,4,3,8,35,639,józsef attila utca,3/C,2,"józsef attila utca 3/C, Érsekhalma",19.1200500256941,46.35214999148258
1304,33589,3,Érsekhalma,4,3,8,35,639,károlyi mihály utca,7,1,"károlyi mihály utca 7, Érsekhalma",19.12721998948939,46.34935001672682
1305,33589,3,Érsekhalma,4,3,8,35,639,kossuth utca,1,1,"kossuth utca 1, Érsekhalma",19.122090013288926,46.3510799996327
1306,33589,3,Érsekhalma,4,3,8,35,639,kossuth utca,14,2,"kossuth utca 14, Érsekhalma",19.122390001603577,46.35157000569234
1307,33589,3,Érsekhalma,4,3,8,35,639,rákóczi utca,4,2,"rákóczi utca 4, Érsekhalma",19.125029965827707,46.34899001398543
1308,33589,3,Érsekhalma,4,3,8,35,639,rákóczi utca,13,1,"rákóczi utca 13, Érsekhalma",19.125549979100725,46.34801000186616
1309,25131,11,Esztergom,3,2,3,110,28926,áfonyás utca,1,2,"áfonyás utca 1, Esztergom",18.761659962479797,47.80569001930098
1310,25131,11,Esztergom,3,2,3,110,28926,aulich lajos utca,7,2,"aulich lajos utca 7, Esztergom",18.73925999679568,47.805769982657296
1314,25131,11,Esztergom,3,2,3,110,28926,lázár vilmos utca,26,1,"lázár vilmos utca 26, Esztergom",18.736100019298533,47.78396999360248
1315,25131,11,Esztergom,3,2,3,110,28926,pozsonyi utca,70,2,"pozsonyi utca 70, Esztergom",18.725409991445673,47.742399986713366
1316,25131,11,Esztergom,3,2,3,110,28926,pöltenberg ernő utca,34,0,"pöltenberg ernő utca 34, Esztergom",18.734330012804975,47.78465999187188
1318,25131,11,Esztergom,3,2,3,110,28926,szalézi utca,15,0,"szalézi utca 15, Esztergom",18.73698003531294,47.75142000417756
1320,2954,3,Felsőszentiván,4,3,7,35,1850,bem utca,15,1,"bem utca 15, Felsőszentiván",19.190799994017368,46.19284001933076
1321,2954,3,Felsőszentiván,4,3,7,35,1850,felszabadulás utca,23,1,"felszabadulás utca 23, Felsőszentiván",19.18341000526371,46.19621997987676
1322,2954,3,Felsőszentiván,4,3,7,35,1850,hunyadi utca,29,2,"hunyadi utca 29, Felsőszentiván",19.180650012186106,46.19624001262534
1323,2954,3,Felsőszentiván,4,3,7,35,1850,hunyadi utca,38,2,"hunyadi utca 38, Felsőszentiván",19.179920032238556,46.19764000000322
1326,2954,3,Felsőszentiván,4,3,7,35,1850,május utca,8,0,"május utca 8, Felsőszentiván",19.183259969196882,46.192789979368825
1327,2954,3,Felsőszentiván,4,3,7,35,1850,május utca,14,1,"május utca 14, Felsőszentiván",19.183440012477064,46.19232000605777
1328,2954,3,Felsőszentiván,4,3,7,35,1850,petőfi sándor utca,17,1,"petőfi sándor utca 17, Felsőszentiván",19.191959965597817,46.19575998103048
1330,2954,3,Felsőszentiván,4,3,7,35,1850,petőfi sándor utca,37,1,"petőfi sándor utca 37, Felsőszentiván",19.191499966751564,46.197229999209384
1333,32610,13,Fót,3,2,3,126,19068,imre király utca,3,0,"imre király utca 3, Fót",19.19639676716569,47.624345362937426
1334,32610,13,Fót,3,2,3,126,19068,istvánhegyi dűlő,46,1,"istvánhegyi dűlő 46, Fót",19.19628679086912,47.58908416140216
1335,32610,13,Fót,3,2,3,126,19068,juhász gyula utca,1,1,"juhász gyula utca 1, Fót",19.177500009153732,47.625010007817764
1336,32610,13,Fót,3,2,3,126,19068,kurjancs-kilátó utca,25,1,"kurjancs-kilátó utca 25, Fót",19.193620001521708,47.634690016338
1337,32610,13,Fót,3,2,3,126,19068,vas gereben utca,2/A,2,"vas gereben utca 2/A, Fót",19.182460000357793,47.6201500127186
1338,32610,13,Fót,3,2,3,126,19068,wass albert utca,7,2,"wass albert utca 7, Fót",19.206199980902568,47.60897002071559
1340,9210,6,Földeák,4,3,6,73,3099,ady endre utca,21,2,"ady endre utca 21, Földeák",20.499499980592873,46.31925999015536
1341,9210,6,Földeák,4,3,6,73,3099,ady endre utca,27,0,"ady endre utca 27, Földeák",20.499050040030397,46.319669990949166
1342,9210,6,Földeák,4,3,6,73,3099,ady endre utca,37,0,"ady endre utca 37, Földeák",20.49833003454765,46.320339998379495
1343,9210,6,Földeák,4,3,6,73,3099,bacsó béla utca,45,0,"bacsó béla utca 45, Földeák",20.496289963133762,46.326269985328565
1344,9210,6,Földeák,4,3,6,73,3099,béke utca,17,0,"béke utca 17, Földeák",20.497689992421158,46.32127001244635
1345,9210,6,Földeák,4,3,6,73,3099,damjanich utca,19,0,"damjanich utca 19, Földeák",20.494060041612983,46.307659980984255
1346,9210,6,Földeák,4,3,6,73,3099,dózsa györgy utca,1,2,"dózsa györgy utca 1, Földeák",20.49398996890244,46.314039992314775
1348,9210,6,Földeák,4,3,6,73,3099,eötvös utca,10,1,"eötvös utca 10, Földeák",20.49161998577958,46.31474000695849
1349,9210,6,Földeák,4,3,6,73,3099,eötvös utca,15,1,"eötvös utca 15, Földeák",20.491089998041787,46.31413998841967
1350,9210,6,Földeák,4,3,6,73,3099,fecske utca,17,1,"fecske utca 17, Földeák",20.498709986218586,46.31293999325155
1351,9210,6,Földeák,4,3,6,73,3099,karabukai utca,8,1,"karabukai utca 8, Földeák",20.495589990399594,46.313019998517376
1352,9210,6,Földeák,4,3,6,73,3099,köztársaság tér,9,1,"köztársaság tér 9, Földeák",20.49916998506484,46.3144600094829
1353,3276,10,Füzesabony,3,2,3,105,7880,ady endre utca,16,1,"ady endre utca 16, Füzesabony",20.4126399943664,47.744479997895894
1354,3276,10,Füzesabony,3,2,3,105,7880,fácános út,22,2,"fácános út 22, Füzesabony",20.40147001873771,47.754169980880874
1355,3276,10,Füzesabony,3,2,3,105,7880,fecskekert út,6,2,"fecskekert út 6, Füzesabony",20.424520001013065,47.74608001939305
1356,3276,10,Füzesabony,3,2,3,105,7880,honvéd út,33,1,"honvéd út 33, Füzesabony",20.41194999609698,47.754570007209935
1357,3276,10,Füzesabony,3,2,3,105,7880,kandó kálmán utca,2,1,"kandó kálmán utca 2, Füzesabony",20.42028001529178,47.75798999134358
1358,3276,10,Füzesabony,3,2,3,105,7880,kerecsendi út,1,1,"kerecsendi út 1, Füzesabony",20.408189958151524,47.7519999899678
1359,3276,10,Füzesabony,3,2,3,105,7880,kertész utca,11,2,"kertész utca 11, Füzesabony",20.42225998845987,47.7489700157889
1360,3276,10,Füzesabony,3,2,3,105,7880,máv lakótelep,2,0,"máv lakótelep 2, Füzesabony",20.420749988602836,47.75696999754615
1362,3276,10,Füzesabony,3,2,3,105,7880,rákóczi ferenc út,46,2,"rákóczi ferenc út 46, Füzesabony",20.41805000995194,47.74820998671848
1363,3276,10,Füzesabony,3,2,3,105,7880,széchenyi istván út,13,2,"széchenyi istván út 13, Füzesabony",20.415269984125757,47.7494800126876
1364,3276,10,Füzesabony,3,2,3,105,7880,szentkorona út,63,2,"szentkorona út 63, Füzesabony",20.406980030428144,47.76151001349163
1365,3276,10,Füzesabony,3,2,3,105,7880,szihalmi út,46,1,"szihalmi út 46, Füzesabony",20.416019996821888,47.75355998787728
1366,3276,10,Füzesabony,3,2,3,105,7880,tábor út,39,1,"tábor út 39, Füzesabony",20.40899998527439,47.76046998694562
1367,23649,13,Göd,3,2,3,126,17476,alagút utca,1,0,"alagút utca 1, Göd",19.135239962085734,47.6836000139283
1368,23649,13,Göd,3,2,3,126,17476,erzsébet utca,24,0,"erzsébet utca 24, Göd",19.138990025566414,47.70865000212038
1369,23649,13,Göd,3,2,3,126,17476,ősz utca,12,0,"ősz utca 12, Göd",19.150410033366825,47.69614001163103
1370,23649,13,Göd,3,2,3,126,17476,rózsa utca,37,0,"rózsa utca 37, Göd",19.13831997622657,47.7027400060104
1373,32559,13,Gödöllő,3,2,3,128,32522,batsányi jános utca,8,2,"batsányi jános utca 8, Gödöllő",19.34940999343499,47.59320001471471
1374,32559,13,Gödöllő,3,2,3,128,32522,dessewffy arisztid utca,1/A,2,"dessewffy arisztid utca 1/A, Gödöllő",19.34569999545147,47.590480003315236
1375,32559,13,Gödöllő,3,2,3,128,32522,egyetem tér,4,1,"egyetem tér 4, Gödöllő",19.362749959976753,47.591300004902905
1377,32559,13,Gödöllő,3,2,3,128,32522,kossuth lajos utca,68,2,"kossuth lajos utca 68, Gödöllő",19.340800018674145,47.597659983484846
1378,32559,13,Gödöllő,3,2,3,128,32522,lázár vilmos utca,46/C,0,"lázár vilmos utca 46/C, Gödöllő",19.350899960543444,47.619599992232224
1379,32559,13,Gödöllő,3,2,3,128,32522,móra ferenc utca,10,1,"móra ferenc utca 10, Gödöllő",19.339829981019648,47.60382998623132
1380,32559,13,Gödöllő,3,2,3,128,32522,napsugár utca,15,1,"napsugár utca 15, Gödöllő",19.39414001973074,47.59327000360622
1381,32559,13,Gödöllő,3,2,3,128,32522,szabó pál utca,17,1,"szabó pál utca 17, Gödöllő",19.36811001941939,47.58493998441145
1383,32559,13,Gödöllő,3,2,3,128,32522,szent jános utca,46,1,"szent jános utca 46, Gödöllő",19.34756999804992,47.605719979668834
1385,25627,13,Gyál,3,2,3,129,23338,egressy út,120,1,"egressy út 120, Gyál",19.23445998655373,47.38903001294892
1386,25627,13,Gyál,3,2,3,129,23338,erdőalja utca,11,0,"erdőalja utca 11, Gyál",19.209089977298447,47.37564998090997
1388,25627,13,Gyál,3,2,3,129,23338,kosztolányi dezső utca,49,1,"kosztolányi dezső utca 49, Gyál",19.20656995810873,47.37247998703853
1389,25627,13,Gyál,3,2,3,129,23338,somogyi béla utca,18,0,"somogyi béla utca 18, Gyál",19.216109988845943,47.38281998661478
1390,25627,13,Gyál,3,2,3,129,23338,vecsési út,73,1,"vecsési út 73, Gyál",19.23202998900416,47.38191997976131
1392,33455,4,Gyomaendrőd,3,2,3,47,13680,balassi bálint utca,33,2,"balassi bálint utca 33, Gyomaendrőd",20.807520002502713,46.93365998889024
1394,33455,4,Gyomaendrőd,3,2,3,47,13680,nyárszegi utca,3,2,"nyárszegi utca 3, Gyomaendrőd",20.806500008705314,46.9285099799412
1396,33455,4,Gyomaendrőd,3,2,3,47,13680,vásártéri lakótelep,33,2,"vásártéri lakótelep 33, Gyomaendrőd",20.820851717817245,46.9317262387445
1399,29735,13,Gyömrő,3,2,3,130,16250,dózsa györgy út,67,1,"dózsa györgy út 67, Gyömrő",19.390340000107102,47.41865999876458
1400,29735,13,Gyömrő,3,2,3,130,16250,józsef attila utca,2,0,"józsef attila utca 2, Gyömrő",19.411170035326478,47.42159999321288
1401,29735,13,Gyömrő,3,2,3,130,16250,széchenyi utca,20,1,"széchenyi utca 20, Gyömrő",19.392419969380086,47.42673001132289
1403,5236,10,Gyöngyös,3,2,3,106,31421,búza utca,2,2,"búza utca 2, Gyöngyös",19.93188001212286,47.78168001574542
1404,5236,10,Gyöngyös,3,2,3,106,31421,csalogány utca,24,1,"csalogány utca 24, Gyöngyös",19.917149990758475,47.78201998573823
1405,5236,10,Gyöngyös,3,2,3,106,31421,dobó istván utca,20,2,"dobó istván utca 20, Gyöngyös",19.936579996690426,47.78679000110682
1406,5236,10,Gyöngyös,3,2,3,106,31421,dózsa györgy utca,42,1,"dózsa györgy utca 42, Gyöngyös",19.929180033471994,47.789400000027115
1407,5236,10,Gyöngyös,3,2,3,106,31421,egri út,5,0,"egri út 5, Gyöngyös",19.930179994520813,47.78073998530431
1408,5236,10,Gyöngyös,3,2,3,106,31421,farkas tamás utca,5,1,"farkas tamás utca 5, Gyöngyös",19.91441003042945,47.77842000023389
1409,5236,10,Gyöngyös,3,2,3,106,31421,kócsag utca,14,2,"kócsag utca 14, Gyöngyös",19.91626997474407,47.782500017333064
1411,5236,10,Gyöngyös,3,2,3,106,31421,kolozsvári utca,07.szept,0,"kolozsvári utca 07.szept, Gyöngyös",19.93146996941951,47.773250000445756
